StartDate,EndDate,Status,Progress,Duration (in seconds),Finished,RecordedDate,ResponseId,DistributionChannel,UserLanguage,Q0b,Q1a,Q1b,Q1b_5_TEXT,Q1b_5_OTHER_CAT,Q1c,Q1c_4_TEXT,Q1c_4_OTHER_CAT,Q2_8,Q2_9,Q2_10,Q2_11,Q2_12,Q2_13,Q2_14,Q2_15,Q2_16,Q2_17,Q2_18,Q2_19,Q2_20,Q2_21,Q2_22,Q2_23,Q3a_1,Q3b,Q3c_1,Q3d,Q4a,Q4a_4_TEXT,Q4a_4_Category,Q4b,Q4b_4_TEXT,Q4b_4_Category,Q4c,Q5a,Q5a_7_TEXT,Q5b,Q5b_4_TEXT,Q5c,Q5d,Q5e,Q5f,Q6 - REDACTED,Q4b_4_TEXT - Topics
3/28/18 14:18,3/28/18 14:27,IP Address,100,546,TRUE,3/28/18 14:27,R_2fx5Chybl2DPFlF,anonymous,EN,I consent to participate in this survey,It's unclear whether decision-makers should fund Drug X current prices.,"Drug X is cost-effective, but policymakers would have to to reallocate funding from existing programs to pay for the drug.",,,Refuse to fund Drug X at its current price. Wait for a lower price or competitors.,,,Like,Like,Like,Like,Like,Like,Like,Neutral,Like,Neutral,Neutral,Dislike,Dislike,Dislike,Dislike,Dislike,"In the academic literature, the willingness to pay threshold should reflect societal willingness to pay, even if this would result in substantial increases or decreases to the current health budget",Completely agree with the option I chose,"If a program is cost-effective but not affordable, this typically means that policymakers should increase the budget.",Felt conflicted but had a clear preference,3x GDP,,,It is the convention in the literature.,,Convention,High-income countries,PhD Student,,Male,,25-40,<1,2-Jan,A combination of both,,
3/28/18 14:34,3/28/18 14:39,IP Address,100,301,TRUE,3/28/18 14:39,R_A5HHHppR5uN5kpr,anonymous,EN,I consent to participate in this survey,It's unclear whether decision-makers should fund Drug X current prices.,"Drug X is cost-effective, but policymakers would have to to reallocate funding from existing programs to pay for the drug.",,,Fund Drug X for all eligible patients.,,,Like,Like,Neutral,Neutral,Neutral,Neutral,Dislike,Dislike,Dislike,Dislike,Dislike,Dislike,Dislike,Dislike,Dislike,Dislike,"In the academic literature, the willingness to pay threshold should reflect societal willingness to pay, even if this would result in substantial increases or decreases to the current health budget",Felt conflicted but had a clear preference,"If a program is cost-effective but not affordable, this typically means that policymakers should increase the budget.",Felt nearly equal about both answer choices,1x GDP,,,It is approximately the true WTP according to the current budget.,,Budget WTP,High-income countries,Professor,,Male,,60+,10+,5+,High-income countries,,
3/28/18 14:40,3/28/18 14:47,IP Address,100,399,TRUE,3/28/18 14:47,R_yNMgqeJnc7ijsAh,anonymous,EN,I consent to participate in this survey,It's unclear whether decision-makers should fund Drug X current prices.,"Drug X is cost-effective, but policymakers would have to to reallocate funding from existing programs to pay for the drug.",,,Other,,,Like,Dislike,Dislike,Dislike,Neutral,Neutral,Dislike,Dislike,Neutral,Neutral,Neutral,Dislike,Neutral,Neutral,Neutral,Dislike,"In the academic literature, the willingness to pay threshold should reflect societal willingness to pay, even if this would result in substantial increases or decreases to the current health budget",Completely agree with the option I chose,"If a program is cost-effective but not affordable, this typically means that policymakers should increase the budget.",Felt conflicted but had a clear preference,3x GDP,,,It is approximately the true societal WTP.,,Societal WTP,Low- and middle-income countries,Post-doc/Research scientist,,Female,,25-40,5-Jan,5-Mar,Low- and middle-income countries,,
3/28/18 14:47,3/28/18 14:56,IP Address,100,536,TRUE,3/28/18 14:56,R_3JsJGTlDrrdPqUP,anonymous,EN,I consent to participate in this survey,It's unclear whether decision-makers should fund Drug X current prices.,"Drug X is cost-effective, but policymakers would have to to reallocate funding from existing programs to pay for the drug.",,,Refuse to fund Drug X at its current price. Wait for a lower price or competitors.,,,Like,Like,Neutral,Neutral,Like,Like,Neutral,Neutral,Dislike,Dislike,Dislike,Dislike,Dislike,Dislike,Dislike,Dislike,"In the academic literature, the willingness to pay threshold should reflect the current budget, i.e. be explicitly derived from funding interventions in order of cost-effectiveness until budget is exhausted.",Felt conflicted but had a clear preference,"If a program is cost-effective but not affordable, this typically means that policymakers should decrease the willingness to pay threshold.",Felt nearly equal about both answer choices,I have never contributed to a cost-effectiveness analysis.,,,,,,,Industry,,Male,,40-60,10+,5+,High-income countries,,
3/28/18 17:02,3/28/18 17:23,IP Address,100,1253,TRUE,3/28/18 17:23,R_3fVNXAvgkU3t0dM,anonymous,EN,I consent to participate in this survey,It's unclear whether decision-makers should fund Drug X current prices.,"Drug X is cost-effective, but policymakers would have to to reallocate funding from existing programs to pay for the drug.",,,Fund Drug X for all eligible patients.,,,Like,Like,Like,Like,Like,Like,Like,Like,Like,Like,Like,Like,Dislike,Dislike,Dislike,Dislike,"In the academic literature, the willingness to pay threshold should reflect the current budget, i.e. be explicitly derived from funding interventions in order of cost-effectiveness until budget is exhausted.",Felt conflicted but had a clear preference,"If a program is cost-effective but not affordable, this typically means that policymakers should decrease the willingness to pay threshold.",Felt conflicted but had a clear preference,1x GDP,,,It is the convention in the literature.,,Convention,Low- and middle-income countries,Post-doc/Research scientist,,Male,,25-40,5-Jan,5-Mar,Low- and middle-income countries,,
3/28/18 17:33,3/28/18 17:39,IP Address,100,341,TRUE,3/28/18 17:39,R_3oMcKa5sleG1qlN,anonymous,EN,I consent to participate in this survey,"In general, decision-makers should fund Drug X at current prices.",,,,Fund Drug X for all eligible patients.,,,Like,Like,Like,Like,Like,Like,Like,Dislike,Like,Like,Dislike,Dislike,Like,Dislike,Dislike,Dislike,"In the academic literature, the willingness to pay threshold should reflect societal willingness to pay, even if this would result in substantial increases or decreases to the current health budget",Completely agree with the option I chose,"If a program is cost-effective but not affordable, this typically means that policymakers should increase the budget.",Completely agree with the option I chose,Other,cost is a social construct! Context needs to inform these thresholds rather than a GDP-based cutoff,None/Other,Other,"Again, context needs to inform the WTP threshold rather than a GDP-based cutoff which in inherently inequitable",None/Other,Low- and middle-income countries,PhD Student,,Male,,25-40,10-May,5-Mar,Low- and middle-income countries,,
3/28/18 23:26,3/28/18 23:36,IP Address,100,563,TRUE,3/28/18 23:36,R_1IhOFTpHFllTy2k,anonymous,EN,I consent to participate in this survey,It's unclear whether decision-makers should fund Drug X current prices.,"Drug X is cost-effective, but policymakers should wait until more competitors or generic options enter the market.",,,Refuse to fund Drug X at its current price. Wait for a lower price or competitors.,,,Like,Like,Neutral,Neutral,Neutral,Neutral,Neutral,Dislike,Neutral,Neutral,Neutral,Dislike,Neutral,Neutral,Dislike,Dislike,"In the academic literature, the willingness to pay threshold should reflect societal willingness to pay, even if this would result in substantial increases or decreases to the current health budget",Felt nearly equal about both answer choices,"If a program is cost-effective but not affordable, this typically means that policymakers should decrease the willingness to pay threshold.",Felt conflicted but had a clear preference,Other,Derived from health spending figures,Empirical,"It is approximately the true societal WTP.,It is approximately the true WTP according to the current budget.",,"Societal WTP, Budget WTP",High-income countries,Post-doc/Research scientist,,Male,,25-40,5-Jan,5-Mar,High-income countries,,
3/29/18 1:55,3/29/18 2:15,IP Address,100,1195,TRUE,3/29/18 2:15,R_3OczcLZcealzpnE,anonymous,EN,I consent to participate in this survey,"In general, decision-makers should fund Drug X at current prices.",,,,Other,,,Like,Like,Like,Like,Like,Like,Neutral,Neutral,Dislike,Dislike,Dislike,Dislike,Dislike,Dislike,Dislike,Dislike,"In the academic literature, the willingness to pay threshold should reflect societal willingness to pay, even if this would result in substantial increases or decreases to the current health budget",Felt conflicted but had a clear preference,"If a program is cost-effective but not affordable, this typically means that policymakers should increase the budget.",Felt nearly equal about both answer choices,Other,,,Other,,,High-income countries,Government,,Female,,25-40,10-May,5+,High-income countries,,
3/29/18 2:21,3/29/18 3:21,IP Address,100,3611,TRUE,3/29/18 3:21,R_3eeGta3kFW3FO3b,anonymous,EN,I consent to participate in this survey,It's unclear whether decision-makers should fund Drug X current prices.,"Drug X is cost-effective, but policymakers would have to to reallocate funding from existing programs to pay for the drug.",,,Fund Drug X for all eligible patients.,,,Like,Like,Neutral,Neutral,Like,Like,Neutral,Neutral,Neutral,Neutral,Dislike,Dislike,Neutral,Dislike,Dislike,Dislike,"In the academic literature, the willingness to pay threshold should reflect the current budget, i.e. be explicitly derived from funding interventions in order of cost-effectiveness until budget is exhausted.",Felt conflicted but had a clear preference,"If a program is cost-effective but not affordable, this typically means that policymakers should decrease the willingness to pay threshold.",Felt conflicted but had a clear preference,3x GDP,,,It is the convention in the literature.,,Convention,High-income countries,Industry,,Male,,25-40,10-May,5-Mar,High-income countries,,
3/29/18 4:48,3/29/18 5:34,IP Address,100,2745,TRUE,3/29/18 5:34,R_1CycrvfaeeVKtbI,anonymous,EN,I consent to participate in this survey,"In general, decision-makers should fund Drug X at current prices.",,,,Fund Drug X for all eligible patients.,,,Like,Like,Like,Like,Like,Like,Dislike,Dislike,Like,Dislike,Dislike,Dislike,Dislike,Dislike,Dislike,Dislike,"In the academic literature, the willingness to pay threshold should reflect the current budget, i.e. be explicitly derived from funding interventions in order of cost-effectiveness until budget is exhausted.",Felt nearly equal about both answer choices,"If a program is cost-effective but not affordable, this typically means that policymakers should decrease the willingness to pay threshold.",Completely agree with the option I chose,I have never contributed to a cost-effectiveness analysis.,,,,,,,Government,,Male,,25-40,5-Jan,5-Mar,High-income countries,,
3/29/18 6:04,3/29/18 6:17,IP Address,100,800,TRUE,3/29/18 6:17,R_yHYj4hik50qPXhf,anonymous,EN,I consent to participate in this survey,It's unclear whether decision-makers should fund Drug X current prices.,"Drug X is cost-effective, but policymakers would have to to reallocate funding from existing programs to pay for the drug.",,,Other,,,Like,Like,Neutral,Neutral,Neutral,Neutral,Neutral,Neutral,Neutral,Neutral,Neutral,Neutral,Neutral,Neutral,Dislike,Dislike,"In the academic literature, the willingness to pay threshold should reflect societal willingness to pay, even if this would result in substantial increases or decreases to the current health budget",Felt nearly equal about both answer choices,"If a program is cost-effective but not affordable, this typically means that policymakers should increase the budget.",Felt conflicted but had a clear preference,Other,multiple WTP thresholds,None/Other,Other,2nd panel recommendation,Convention,High-income countries,Other,PhD student & industry,Male,,40-60,5-Jan,5-Mar,High-income countries,,
3/29/18 6:48,3/29/18 8:09,IP Address,100,4874,TRUE,3/29/18 8:09,R_4YnjIv1zfAPtCUN,anonymous,EN,I consent to participate in this survey,It's unclear whether decision-makers should fund Drug X current prices.,"Drug X is cost-effective, but policymakers would have to to reallocate funding from existing programs to pay for the drug.",,,Other,,,Like,Like,Neutral,Dislike,Like,Like,Neutral,Dislike,Neutral,Neutral,Dislike,Dislike,Dislike,Dislike,Dislike,Dislike,"In the academic literature, the willingness to pay threshold should reflect societal willingness to pay, even if this would result in substantial increases or decreases to the current health budget",Felt conflicted but had a clear preference,"If a program is cost-effective but not affordable, this typically means that policymakers should increase the budget.",Felt conflicted but had a clear preference,"1x GDP,Other",Half GDP,Institutional,"It is approximately the true WTP according to the current budget.,Other",We used different thresholds as an indication,None/Other,Low- and middle-income countries,Post-doc/Research scientist,,Female,,25-40,10-May,5-Mar,Low- and middle-income countries,,
3/29/18 8:36,3/29/18 8:59,IP Address,100,1344,TRUE,3/29/18 8:59,R_2CkXAZ0tIOaURks,anonymous,EN,I consent to participate in this survey,"In general, decision-makers should fund Drug X at current prices.",,,,Fund Drug X for all eligible patients.,,,Like,Like,Neutral,Like,Like,Like,Like,Like,Dislike,Dislike,Dislike,Dislike,Dislike,Dislike,Dislike,Dislike,"In the academic literature, the willingness to pay threshold should reflect societal willingness to pay, even if this would result in substantial increases or decreases to the current health budget",Felt conflicted but had a clear preference,"If a program is cost-effective but not affordable, this typically means that policymakers should increase the budget.",Felt nearly equal about both answer choices,I have never contributed to a cost-effectiveness analysis.,,,,,,,Professor,,Male,,25-40,<1,0,High-income countries,,
3/29/18 9:01,3/29/18 9:06,IP Address,100,342,TRUE,3/29/18 9:06,R_3R9OKTTg46je1r8,anonymous,EN,I consent to participate in this survey,It's unclear whether decision-makers should fund Drug X current prices.,"Drug X is cost-effective, but policymakers would have to to reallocate funding from existing programs to pay for the drug.",,,Only fund Drug X for half of the eligible population (chosen at random) to reduce budget impact concerns.,,,Like,Like,Like,Neutral,Like,Like,Neutral,Dislike,Like,Neutral,Dislike,Dislike,Like,Neutral,Dislike,Dislike,"In the academic literature, the willingness to pay threshold should reflect the current budget, i.e. be explicitly derived from funding interventions in order of cost-effectiveness until budget is exhausted.",Felt nearly equal about both answer choices,"If a program is cost-effective but not affordable, this typically means that policymakers should increase the budget.",Completely agree with the option I chose,3x GDP,,,It is approximately the true societal WTP.,,Societal WTP,High-income countries,Post-doc/Research scientist,,Male,,25-40,5-Jan,2-Jan,High-income countries,,
3/29/18 8:52,3/29/18 9:35,IP Address,100,2601,TRUE,3/29/18 9:35,R_3KKRwznvDXaTs8V,anonymous,EN,I consent to participate in this survey,It's unclear whether decision-makers should fund Drug X current prices.,"Drug X is cost-effective, but policymakers would have to to reallocate funding from existing programs to pay for the drug.",,,Fund Drug X for all eligible patients.,,,Like,Like,Like,Neutral,Like,Like,Neutral,Neutral,Dislike,Dislike,Dislike,Dislike,Dislike,Dislike,Dislike,Dislike,"In the academic literature, the willingness to pay threshold should reflect societal willingness to pay, even if this would result in substantial increases or decreases to the current health budget",Completely agree with the option I chose,"If a program is cost-effective but not affordable, this typically means that policymakers should increase the budget.",Felt conflicted but had a clear preference,1x GDP,,,It is the convention in the literature.,,Convention,High-income countries,Government,,Male,,25-40,5-Jan,2-Jan,High-income countries,,
3/29/18 9:23,3/29/18 9:37,IP Address,100,884,TRUE,3/29/18 9:37,R_3havJaEY8b9yfKd,anonymous,EN,I consent to participate in this survey,"In general, decision-makers should fund Drug X at current prices.",,,,Fund Drug X for all eligible patients.,,,Like,Dislike,Dislike,Dislike,Like,Dislike,Dislike,Dislike,Dislike,Like,Like,Neutral,Dislike,Dislike,Dislike,Like,"In the academic literature, the willingness to pay threshold should reflect societal willingness to pay, even if this would result in substantial increases or decreases to the current health budget",Felt conflicted but had a clear preference,"If a program is cost-effective but not affordable, this typically means that policymakers should increase the budget.",Completely agree with the option I chose,I have never contributed to a cost-effectiveness analysis.,,,,,,,Post-doc/Research scientist,,Male,,25-40,<1,0,Low- and middle-income countries,,
3/29/18 9:41,3/29/18 9:54,IP Address,100,797,TRUE,3/29/18 9:54,R_VRwfAfBEhrI3Q8p,anonymous,EN,I consent to participate in this survey,It's unclear whether decision-makers should fund Drug X current prices.,"Drug X is cost-effective, but policymakers would have to to reallocate funding from existing programs to pay for the drug.",,,Refuse to fund Drug X at its current price. Wait for a lower price or competitors.,,,Like,Like,Like,Neutral,Like,Like,Neutral,Neutral,Like,Neutral,Neutral,Neutral,Dislike,Dislike,Dislike,Dislike,"In the academic literature, the willingness to pay threshold should reflect the current budget, i.e. be explicitly derived from funding interventions in order of cost-effectiveness until budget is exhausted.",Completely agree with the option I chose,"If a program is cost-effective but not affordable, this typically means that policymakers should increase the budget.",Felt nearly equal about both answer choices,3x GDP,,,It is the convention in the literature.,,Convention,A combination of both,Professor,,Male,,25-40,10-May,5+,A combination of both,,
3/29/18 9:43,3/29/18 9:59,IP Address,100,953,TRUE,3/29/18 9:59,R_10DzOOkC99d90Ok,anonymous,EN,I consent to participate in this survey,It's unclear whether decision-makers should fund Drug X current prices.,"Drug X is cost-effective, but policymakers would have to to reallocate funding from existing programs to pay for the drug.",,,Refuse to fund Drug X at its current price. Wait for a lower price or competitors.,,,Like,Neutral,Neutral,Neutral,Neutral,Neutral,Neutral,Neutral,Neutral,Neutral,Neutral,Neutral,Neutral,Neutral,Neutral,Dislike,"In the academic literature, the willingness to pay threshold should reflect the current budget, i.e. be explicitly derived from funding interventions in order of cost-effectiveness until budget is exhausted.",Completely agree with the option I chose,"If a program is cost-effective but not affordable, this typically means that policymakers should decrease the willingness to pay threshold.",Felt conflicted but had a clear preference,I have never contributed to a cost-effectiveness analysis.,,,,,,,Post-doc/Research scientist,,Female,,25-40,5-Jan,2-Jan,Low- and middle-income countries,,
3/29/18 9:27,3/29/18 10:06,IP Address,100,2317,TRUE,3/29/18 10:06,R_1kYOGHpLwKCC40P,anonymous,EN,I consent to participate in this survey,It's unclear whether decision-makers should fund Drug X current prices.,"Drug X is cost-effective, but policymakers would have to to reallocate funding from existing programs to pay for the drug.",,,Refuse to fund Drug X at its current price. Wait for a lower price or competitors.,,,Like,Like,Like,Neutral,Like,Neutral,Neutral,Dislike,Neutral,Dislike,Dislike,Dislike,Dislike,Dislike,Dislike,Dislike,"In the academic literature, the willingness to pay threshold should reflect the current budget, i.e. be explicitly derived from funding interventions in order of cost-effectiveness until budget is exhausted.",Felt conflicted but had a clear preference,"If a program is cost-effective but not affordable, this typically means that policymakers should decrease the willingness to pay threshold.",Felt conflicted but had a clear preference,"1x GDP,Other",also used 50 and 100 thousand threshold,"1x GDP, 2x GDP",It is the convention in the literature.,,Convention,High-income countries,PhD Student,,Female,,25-40,5-Jan,2-Jan,High-income countries,,
3/27/18 14:46,3/29/18 10:57,IP Address,100,159071,TRUE,3/29/18 10:57,R_3dWVPNtVrMq4yqz,anonymous,EN,I consent to participate in this survey,It's unclear whether decision-makers should fund Drug X current prices.,"Drug X is cost-effective, but policymakers would have to to reallocate funding from existing programs to pay for the drug.",,,Fund Drug X for all eligible patients.,,,Like,Like,Like,Like,Like,Like,Like,Neutral,Like,Like,Neutral,Dislike,Like,Neutral,Dislike,Dislike,"In the academic literature, the willingness to pay threshold should reflect societal willingness to pay, even if this would result in substantial increases or decreases to the current health budget",Felt conflicted but had a clear preference,"If a program is cost-effective but not affordable, this typically means that policymakers should decrease the willingness to pay threshold.",Felt conflicted but had a clear preference,3x GDP,,,It is the convention in the literature.,,Convention,Low- and middle-income countries,Post-doc/Research scientist,,Female,,40-60,10+,5+,Low- and middle-income countries,,
3/29/18 11:59,3/29/18 12:07,IP Address,100,483,TRUE,3/29/18 12:07,R_1lbryBAAbXxbqOi,anonymous,EN,I consent to participate in this survey,It's unclear whether decision-makers should fund Drug X current prices.,"Drug X is cost-effective, but policymakers would have to to reallocate funding from existing programs to pay for the drug.",,,Refuse to fund Drug X at its current price. Wait for a lower price or competitors.,,,Like,Like,Neutral,Neutral,Like,Neutral,Dislike,Dislike,Dislike,Dislike,Dislike,Dislike,Dislike,Dislike,Dislike,Dislike,"In the academic literature, the willingness to pay threshold should reflect societal willingness to pay, even if this would result in substantial increases or decreases to the current health budget",Felt nearly equal about both answer choices,"If a program is cost-effective but not affordable, this typically means that policymakers should increase the budget.",Felt conflicted but had a clear preference,Other,"$50,000/QALY",1x GDP,It is the convention in the literature.,,Convention,High-income countries,Professor,,Male,,40-60,10+,5+,High-income countries,,
3/29/18 12:27,3/29/18 12:33,IP Address,100,395,TRUE,3/29/18 12:33,R_3hlt3BWm1Zm5FJH,anonymous,EN,I consent to participate in this survey,"In general, decision-makers should fund Drug X at current prices.",,,,Fund Drug X for all eligible patients.,,,Like,Like,Neutral,Neutral,Like,Like,Neutral,Neutral,Dislike,Dislike,Dislike,Dislike,Dislike,Dislike,Dislike,Dislike,"In the academic literature, the willingness to pay threshold should reflect societal willingness to pay, even if this would result in substantial increases or decreases to the current health budget",Felt nearly equal about both answer choices,"If a program is cost-effective but not affordable, this typically means that policymakers should increase the budget.",Felt conflicted but had a clear preference,Other,have not made decision yet,None/Other,,,,High-income countries,Other,physician,Female,,25-40,<1,2-Jan,High-income countries,,
3/29/18 13:37,3/29/18 13:42,IP Address,100,255,TRUE,3/29/18 13:42,R_3Q0s642SGEGuCTN,anonymous,EN,I consent to participate in this survey,"In general, decision-makers should fund Drug X at current prices.",,,,Fund Drug X for all eligible patients.,,,Like,Like,Like,Neutral,Like,Like,Neutral,Neutral,Neutral,Dislike,Dislike,Dislike,Dislike,Dislike,Dislike,Dislike,"In the academic literature, the willingness to pay threshold should reflect societal willingness to pay, even if this would result in substantial increases or decreases to the current health budget",Felt conflicted but had a clear preference,"If a program is cost-effective but not affordable, this typically means that policymakers should increase the budget.",Felt nearly equal about both answer choices,1x GDP,,,It is the convention in the literature.,,Convention,A combination of both,Professor,,Female,,40-60,10+,5+,A combination of both,,
3/29/18 20:42,3/29/18 20:46,IP Address,100,245,TRUE,3/29/18 20:46,R_3g5HDf0ga9t7veF,anonymous,EN,I consent to participate in this survey,"In general, decision-makers should fund Drug X at current prices.",,,,Fund Drug X for all eligible patients.,,,Like,Like,Like,Like,Dislike,Dislike,Dislike,Dislike,Dislike,Dislike,Dislike,Dislike,Dislike,Dislike,Dislike,Dislike,"In the academic literature, the willingness to pay threshold should reflect the current budget, i.e. be explicitly derived from funding interventions in order of cost-effectiveness until budget is exhausted.",Felt conflicted but had a clear preference,"If a program is cost-effective but not affordable, this typically means that policymakers should increase the budget.",Completely agree with the option I chose,Other,"$50,000 ",1x GDP,It is the convention in the literature.,,Convention,High-income countries,Professor,,Female,,40-60,10+,5+,High-income countries,,
3/30/18 1:16,3/30/18 1:26,IP Address,100,583,TRUE,3/30/18 1:26,R_b3nOrUp5UqZWec1,anonymous,EN,I consent to participate in this survey,"In general, decision-makers should fund Drug X at current prices.",,,,Fund Drug X for all eligible patients.,,,Like,Like,Neutral,Dislike,Like,Neutral,Dislike,Dislike,Neutral,Dislike,Dislike,Dislike,Dislike,Dislike,Dislike,Dislike,"In the academic literature, the willingness to pay threshold should reflect societal willingness to pay, even if this would result in substantial increases or decreases to the current health budget",Felt conflicted but had a clear preference,"If a program is cost-effective but not affordable, this typically means that policymakers should increase the budget.",Completely agree with the option I chose,1x GDP,,,It is approximately the true WTP according to the current budget.,,Budget WTP,High-income countries,Other,Health economist,Female,,40-60,10+,5+,High-income countries,,
3/30/18 9:21,3/30/18 9:31,IP Address,100,606,TRUE,3/30/18 9:31,R_tQJYrLwoCYhSWWd,anonymous,EN,I consent to participate in this survey,"In general, decision-makers should fund Drug X at current prices.",,,,Fund Drug X for all eligible patients.,,,Like,Like,Like,Like,Neutral,Neutral,Neutral,Neutral,Dislike,Dislike,Dislike,Dislike,Dislike,Dislike,Dislike,Dislike,"In the academic literature, the willingness to pay threshold should reflect societal willingness to pay, even if this would result in substantial increases or decreases to the current health budget",Completely agree with the option I chose,"If a program is cost-effective but not affordable, this typically means that policymakers should increase the budget.",Completely agree with the option I chose,Other,I conducted a probability sensitivity analysis,None/Other,Other,NA,,High-income countries,Professor,,Male,,60+,10+,5+,High-income countries,,
3/30/18 9:44,3/30/18 9:52,IP Address,100,454,TRUE,3/30/18 9:52,R_QbNYXBKDSWd0Q8h,anonymous,EN,I consent to participate in this survey,It's unclear whether decision-makers should fund Drug X current prices.,"Drug X is cost-effective, but policymakers would have to to reallocate funding from existing programs to pay for the drug.",,,Other,,,Like,Like,Like,Like,Like,Like,Like,Neutral,Like,Like,Neutral,Neutral,Like,Neutral,Neutral,Dislike,"In the academic literature, the willingness to pay threshold should reflect societal willingness to pay, even if this would result in substantial increases or decreases to the current health budget",Felt conflicted but had a clear preference,"If a program is cost-effective but not affordable, this typically means that policymakers should increase the budget.",Felt nearly equal about both answer choices,Other,did not cite a threshold,None/Other,Other,,,High-income countries,Professor,,Male,,25-40,10+,5+,High-income countries,,
3/30/18 10:51,3/30/18 10:54,IP Address,100,211,TRUE,3/30/18 10:54,R_3CH4NAs6RRJQrG4,anonymous,EN,I consent to participate in this survey,"In general, decision-makers should fund Drug X at current prices.",,,,Fund Drug X for all eligible patients.,,,Like,Neutral,Neutral,Neutral,Neutral,Like,Neutral,Neutral,Neutral,Neutral,Dislike,Neutral,Neutral,Neutral,Neutral,Dislike,"In the academic literature, the willingness to pay threshold should reflect societal willingness to pay, even if this would result in substantial increases or decreases to the current health budget",Completely agree with the option I chose,"If a program is cost-effective but not affordable, this typically means that policymakers should increase the budget.",Felt conflicted but had a clear preference,1x GDP,,,It is approximately the true societal WTP.,,Societal WTP,High-income countries,Professor,,Male,,25-40,5-Jan,2-Jan,High-income countries,,
3/30/18 12:38,3/30/18 12:56,IP Address,100,1075,TRUE,3/30/18 12:56,R_1d01zT8pSczor6F,anonymous,EN,I consent to participate in this survey,It's unclear whether decision-makers should fund Drug X current prices.,"Drug X is cost-effective, but policymakers would have to to reallocate funding from existing programs to pay for the drug.",,,Refuse to fund Drug X at its current price. Wait for a lower price or competitors.,,,Like,Like,Neutral,Dislike,Like,Like,Neutral,Dislike,Neutral,Dislike,Dislike,Dislike,Dislike,Dislike,Dislike,Dislike,"In the academic literature, the willingness to pay threshold should reflect the current budget, i.e. be explicitly derived from funding interventions in order of cost-effectiveness until budget is exhausted.",Completely agree with the option I chose,"If a program is cost-effective but not affordable, this typically means that policymakers should decrease the willingness to pay threshold.",Felt nearly equal about both answer choices,1x GDP,,,It is the convention in the literature.,,Convention,Low- and middle-income countries,Government,,Male,,25-40,10+,5+,Low- and middle-income countries,,
3/28/18 12:53,3/30/18 16:57,IP Address,100,187466,TRUE,3/30/18 16:57,R_1jCgqyycdU9WaEW,anonymous,EN,I consent to participate in this survey,"In general, decision-makers should fund Drug X at current prices.",,,,Fund Drug X for all eligible patients.,,,Like,Like,Like,Like,Like,Like,Neutral,Neutral,Like,Dislike,Dislike,Dislike,Like,Dislike,Dislike,Dislike,"In the academic literature, the willingness to pay threshold should reflect the current budget, i.e. be explicitly derived from funding interventions in order of cost-effectiveness until budget is exhausted.",Felt conflicted but had a clear preference,"If a program is cost-effective but not affordable, this typically means that policymakers should decrease the willingness to pay threshold.",Completely agree with the option I chose,1x GDP,,,It is the convention in the literature.,,Convention,Low- and middle-income countries,Post-doc/Research scientist,,Male,,25-40,10-May,5+,A combination of both,,
3/30/18 18:52,3/30/18 19:03,IP Address,100,673,TRUE,3/30/18 19:03,R_2rTqFyWWsaWrBVv,anonymous,EN,I consent to participate in this survey,"In general, decision-makers should fund Drug X at current prices.",,,,Fund Drug X for all eligible patients.,,,Like,Like,Like,Like,Like,Like,Like,Neutral,Neutral,Neutral,Neutral,Dislike,Dislike,Dislike,Dislike,Dislike,"In the academic literature, the willingness to pay threshold should reflect societal willingness to pay, even if this would result in substantial increases or decreases to the current health budget",Completely agree with the option I chose,"If a program is cost-effective but not affordable, this typically means that policymakers should increase the budget.",Completely agree with the option I chose,3x GDP,,,It is the convention in the literature.,,Convention,High-income countries,Industry,,Female,,40-60,10+,5+,High-income countries,,
4/1/18 16:01,4/1/18 16:05,IP Address,100,272,TRUE,4/1/18 16:05,R_2wyOat0el1ltcrq,anonymous,EN,I consent to participate in this survey,It's unclear whether decision-makers should fund Drug X current prices.,"Drug X is cost-effective, but policymakers would have to to reallocate funding from existing programs to pay for the drug.",,,Refuse to fund Drug X at its current price. Wait for a lower price or competitors.,,,Like,Like,Neutral,Dislike,Like,Like,Neutral,Dislike,Neutral,Neutral,Dislike,Dislike,Dislike,Dislike,Dislike,Dislike,"In the academic literature, the willingness to pay threshold should reflect societal willingness to pay, even if this would result in substantial increases or decreases to the current health budget",Felt conflicted but had a clear preference,"If a program is cost-effective but not affordable, this typically means that policymakers should decrease the willingness to pay threshold.",Felt conflicted but had a clear preference,Other,"$100,000/QALY",2x GDP,It is the convention in the literature.,,Convention,High-income countries,Other,Medical student,Male,,25-40,5-Jan,5-Mar,High-income countries,,
